交易日期,客户ID,售货员,分公司,产品,单价,数量,订单金额
2019-02-05,C00113,江敏,上海,西瓜,30,7854,235620
2019-08-30,C00706,刘丹,上海,百香果,12,7591,91092
2019-01-21,C00702,王宇,吉林,百香果,12,8739,104868
2019-11-29,C00668,章洋,上海,榴莲,50,3782,189100
2019-08-27,C00265,刘颖,上海,梨,8,4098,32784
2019-10-04,C00542,刘雪,天津,梨,8,9558,76464
2019-09-17,C00461,章洋,上海,苹果,10,5832,58320
2019-10-08,C00995,殷琳,广东,苹果,10,6463,64630
2019-09-15,C00584,钱国,山东,香蕉,7.5,6800,51000.0
2019-03-06,C00753,章洋,上海,桔子,6,7040,42240
2019-08-20,C00296,李智童,山东,梨,8,6159,49272
2019-01-28,C00751,蔡勇,广东,椰子,20,5681,113620
2019-02-04,C00746,王宇,吉林,葡萄,15,5564,83460
2019-01-20,C00912,许亮,吉林,椰子,20,265,5300
2019-06-18,C00659,蔡勇,广东,苹果,10,9607,96070
2019-06-12,C00542,刘丹,上海,梨,8,5709,45672
2019-02-18,C00834,王梓戎,广东,西瓜,30,1157,34710
2019-08-20,C00675,李琳,上海,香蕉,7.5,4604,34530.0
2019-06-15,C00722,李琳,上海,桃,6.5,6511,42321.5
2019-10-30,C00982,王梓戎,广东,桔子,6,6457,38742
2019-02-23,C00659,刘丹,上海,梨,8,1627,13016
2019-02-17,C00269,陈杨,吉林,西瓜,30,7268,218040
2019-10-17,C00760,王宇,吉林,桃,6.5,1695,11017.5
2019-05-18,C00714,李智童,山东,葡萄,15,6266,93990
2019-06-09,C00024,刘丹,上海,西瓜,30,2240,67200
2019-10-16,C00373,孙健,上海,梨,8,1722,13776
2019-07-10,C00957,庄雷,上海,桔子,6,9373,56238
2019-05-14,C00698,利坤,上海,葡萄,15,1138,17070
2019-01-31,C00295,刘颖,上海,西瓜,30,9925,297750
2019-04-27,C00877,戴雪,上海,香蕉,7.5,919,6892.5
2019-11-01,C00718,魏苍生,天津,桔子,6,4432,26592
2019-06-28,C00652,陈天浩,上海,椰子,20,7626,152520
2019-04-10,C00865,陈杨,吉林,梨,8,6852,54816
2019-02-13,C00872,孙健,上海,香蕉,7.5,6101,45757.5
2019-08-12,C00546,刘帆,天津,西瓜,30,4653,139590
2019-09-21,C00779,刘雪,天津,椰子,20,6797,135940
2019-11-17,C00955,孙健,上海,桔子,6,7288,43728
2019-04-14,C00047,许亮,吉林,榴莲,50,5427,271350
2019-05-11,C00847,王玉,吉林,百香果,12,6322,75864
2019-08-02,C00122,刘雪,天津,椰子,20,2951,59020
2019-08-24,C00139,蔡勇,广东,葡萄,15,1971,29565
2019-07-10,C00065,王玉,吉林,香蕉,7.5,7996,59970.0
2019-03-12,C00411,张林,广东,榴莲,50,7251,362550
2019-08-21,C00869,刘颖,上海,香蕉,7.5,8463,63472.5
2019-02-09,C00040,刘丹,上海,椰子,20,9845,196900
2019-04-12,C00889,钱国,山东,苹果,10,6259,62590
2019-09-16,C00884,王宇,吉林,香蕉,7.5,5196,38970.0
2019-04-30,C00678,孙健,上海,榴莲,50,7210,360500
2019-01-28,C00936,江敏,上海,苹果,10,8798,87980
2019-09-07,C00372,刘帆,天津,苹果,10,1702,17020
2019-07-07,C00214,阎云,山东,苹果,10,3888,38880
2019-02-12,C00540,王玉,吉林,苹果,10,7700,77000
2019-08-01,C00073,刘帆,天津,桔子,6,191,1146
2019-07-15,C00397,刘雪,天津,香蕉,7.5,6916,51870.0
2019-06-24,C00189,李琳,上海,榴莲,50,8038,401900
2019-01-02,C00442,侯宁,上海,榴莲,50,7528,376400
2019-05-27,C00168,张林,广东,椰子,20,5375,107500
2019-09-20,C00317,刘颖,上海,榴莲,50,249,12450
2019-10-23,C00619,江敏,上海,葡萄,15,693,10395
2019-11-26,C00366,刘颖,上海,桃,6.5,7494,48711.0
2019-06-11,C00554,侯宁,上海,桃,6.5,7537,48990.5
2019-04-03,C00768,张林,广东,西瓜,30,4970,149100
2019-11-11,C00215,刘颖,上海,香蕉,7.5,2280,17100.0
2019-05-25,C00736,殷琳,广东,梨,8,169,1352
2019-04-26,C00061,刘雪,天津,百香果,12,8316,99792
2019-07-11,C00699,李琳,上海,椰子,20,2286,45720
2019-01-18,C00410,吴中岳,广东,梨,8,1106,8848
2019-08-28,C00185,刘帆,天津,椰子,20,434,8680
2019-01-11,C00262,章洋,上海,椰子,20,7018,140360
2019-07-05,C00001,李琳,上海,桃,6.5,9001,58506.5
2019-12-14,C00814,阎云,山东,桃,6.5,5884,38246.0
2019-05-05,C00945,王宇,吉林,桃,6.5,2619,17023.5
2019-12-22,C00367,刘帆,天津,梨,8,6306,50448
2019-04-19,C00259,张林,广东,桔子,6,2990,17940
2019-03-30,C00176,王宇,吉林,椰子,20,5082,101640
2019-08-07,C00456,王梓戎,广东,桔子,6,7965,47790
2019-06-01,C00478,孙健,上海,梨,8,2080,16640
2019-10-01,C00029,侯宁,上海,香蕉,7.5,1899,14242.5
2019-07-01,C00928,江敏,上海,梨,8,664,5312
2019-10-15,C00604,李辉,北京,桃,6.5,3012,19578.0
2019-10-03,C00343,江敏,上海,葡萄,15,2939,44085
2019-02-25,C00083,孙健,上海,梨,8,2064,16512
2019-11-16,C00920,庄雷,上海,百香果,12,2236,26832
2019-07-04,C00542,刘雪,天津,百香果,12,2919,35028
2019-10-12,C00406,许亮,吉林,桔子,6,6934,41604
2019-07-03,C00107,庄雷,上海,葡萄,15,8449,126735
2019-01-11,C00336,蔡建平,山东,桃,6.5,7243,47079.5
2019-06-29,C00657,江敏,上海,榴莲,50,3859,192950
2019-02-18,C00550,陈天浩,上海,桃,6.5,7498,48737.0
2019-09-11,C00253,张林,广东,香蕉,7.5,6136,46020.0
2019-08-24,C00474,刘雪,天津,桔子,6,2400,14400
2019-04-07,C00519,刘颖,上海,西瓜,30,6090,182700
2019-08-15,C00184,刘颖,上海,梨,8,7074,56592
2019-01-08,C00343,许亮,吉林,香蕉,7.5,2221,16657.5
2019-12-18,C00935,刘颖,上海,香蕉,7.5,6168,46260.0
2019-05-09,C00084,章洋,上海,梨,8,3789,30312
2019-10-21,C00217,侯宁,上海,西瓜,30,5258,157740
2019-07-27,C00308,陈杨,吉林,西瓜,30,5317,159510
2019-07-09,C00933,阎云,山东,苹果,10,7813,78130
2019-01-14,C00555,利坤,上海,葡萄,15,7039,105585
2019-07-23,C00188,许亮,吉林,葡萄,15,2654,39810
2019-02-06,C00167,蔡建平,山东,香蕉,7.5,9546,71595.0
2019-11-24,C00704,李辉,北京,椰子,20,7226,144520
2019-06-22,C00870,庄雷,上海,香蕉,7.5,3415,25612.5
2019-07-05,C00233,章洋,上海,椰子,20,6120,122400
2019-08-15,C00886,许亮,吉林,椰子,20,7951,159020
2019-08-15,C00569,陈杨,吉林,桃,6.5,4149,26968.5
2019-11-01,C00606,殷琳,广东,苹果,10,378,3780
2019-11-22,C00922,钱国,山东,桔子,6,4015,24090
2019-04-08,C00025,刘雪,天津,桔子,6,5054,30324
2019-08-14,C00045,郭华锋,吉林,西瓜,30,2161,64830
2019-04-01,C00474,董丹丹,广东,香蕉,7.5,5435,40762.5
2019-10-12,C00541,阎云,山东,桃,6.5,666,4329.0
2019-05-02,C00432,李琳,上海,苹果,10,8377,83770
2019-06-12,C00609,李辉,北京,椰子,20,7555,151100
2019-09-13,C00553,孙健,上海,椰子,20,9588,191760
2019-12-12,C00637,章洋,上海,西瓜,30,6493,194790
2019-03-11,C00485,李智童,山东,香蕉,7.5,4134,31005.0
2019-06-19,C00564,利坤,上海,桃,6.5,7992,51948.0
2019-05-04,C00923,李琳,上海,榴莲,50,8132,406600
2019-11-20,C00165,王梓戎,广东,桃,6.5,1285,8352.5
2019-07-07,C00110,刘雪,天津,西瓜,30,9890,296700
2019-01-25,C00790,李智童,山东,香蕉,7.5,4638,34785.0
2019-02-03,C00781,殷琳,广东,梨,8,1788,14304
2019-09-01,C00065,李琳,上海,百香果,12,3737,44844
2019-09-09,C00115,魏苍生,天津,百香果,12,8123,97476
2019-08-07,C00783,刘帆,天津,椰子,20,3412,68240
2019-01-22,C00018,吴中岳,广东,百香果,12,2604,31248
2019-04-19,C00751,李辉,北京,梨,8,6883,55064
2019-06-16,C00055,李辉,北京,榴莲,50,8743,437150
2019-08-23,C00827,利坤,上海,百香果,12,2155,25860
2019-09-14,C00906,陈天浩,上海,西瓜,30,8739,262170
2019-11-11,C00900,刘颖,上海,榴莲,50,2416,120800
2019-01-07,C00248,戴雪,上海,西瓜,30,6616,198480
2019-07-10,C00570,蔡勇,广东,苹果,10,7941,79410
2019-04-23,C00529,李辉,北京,桃,6.5,6648,43212.0
2019-10-19,C00314,蔡建平,山东,百香果,12,4285,51420
2019-01-23,C00053,利坤,上海,桃,6.5,2188,14222.0
2019-06-06,C00140,李智童,山东,榴莲,50,6185,309250
2019-05-05,C00470,陈天浩,上海,葡萄,15,5804,87060
2019-05-29,C00857,李琳,上海,桔子,6,6032,36192
2019-05-31,C00284,许亮,吉林,百香果,12,6755,81060
2019-06-07,C00949,郭华锋,吉林,榴莲,50,58,2900
2019-07-24,C00213,李琳,上海,梨,8,218,1744
2019-01-28,C00666,庄雷,上海,苹果,10,2304,23040
2019-07-31,C00318,殷琳,广东,西瓜,30,747,22410
2019-02-28,C00658,蔡勇,广东,百香果,12,1587,19044
2019-12-22,C00423,庄雷,上海,苹果,10,8913,89130
2019-05-01,C00110,王宇,吉林,榴莲,50,9928,496400
2019-05-06,C00719,李智童,山东,百香果,12,5026,60312
2019-05-30,C00075,蔡勇,广东,桔子,6,5520,33120
2019-07-01,C00165,刘帆,天津,椰子,20,7858,157160
2019-01-04,C00684,王梓戎,广东,百香果,12,3927,47124
2019-03-29,C00259,侯宁,上海,桃,6.5,2795,18167.5
2019-05-24,C00929,王玉,吉林,椰子,20,9934,198680
2019-04-11,C00220,刘丹,上海,苹果,10,7040,70400
2019-03-30,C00021,江敏,上海,苹果,10,1283,12830
2019-11-11,C00709,王玉,吉林,梨,8,5468,43744
2019-04-01,C00039,刘帆,天津,香蕉,7.5,8062,60465.0
2019-12-03,C00693,蔡勇,广东,榴莲,50,4169,208450
2019-11-14,C00992,戴雪,上海,梨,8,3332,26656
2019-08-06,C00939,孙健,上海,榴莲,50,3252,162600
2019-07-04,C00029,江敏,上海,葡萄,15,3797,56955
2019-05-28,C00714,阎云,山东,椰子,20,2488,49760
2019-04-28,C00733,李辉,北京,榴莲,50,9120,456000
2019-11-28,C00549,刘帆,天津,百香果,12,5876,70512
2019-09-23,C00229,戴雪,上海,桃,6.5,3791,24641.5
2019-08-27,C00548,戴雪,上海,西瓜,30,2825,84750
2019-01-14,C00586,许亮,吉林,桔子,6,7086,42516
2019-12-24,C00265,魏苍生,天津,葡萄,15,7556,113340
2019-05-05,C00479,章洋,上海,椰子,20,9436,188720
2019-03-22,C00869,阎云,山东,桃,6.5,2841,18466.5
2019-03-09,C00026,张林,广东,梨,8,326,2608
2019-08-06,C00277,阎云,山东,百香果,12,2487,29844
2019-08-03,C00079,江敏,上海,百香果,12,317,3804
2019-05-27,C00583,王梓戎,广东,桃,6.5,5441,35366.5
2019-05-19,C00835,郭华锋,吉林,榴莲,50,4483,224150
2019-09-15,C00023,侯宁,上海,椰子,20,9005,180100
2019-09-14,C00193,利坤,上海,榴莲,50,4187,209350
2019-11-28,C00750,戴雪,上海,苹果,10,248,2480
2019-01-21,C00534,陈杨,吉林,百香果,12,3519,42228
2019-01-16,C00146,孙健,上海,香蕉,7.5,5763,43222.5
2019-11-01,C00286,孙健,上海,香蕉,7.5,7251,54382.5
2019-02-13,C00999,蔡勇,广东,西瓜,30,9551,286530
2019-04-07,C00028,张林,广东,西瓜,30,2654,79620
2019-02-26,C00088,张林,广东,桃,6.5,2396,15574.0
2019-07-14,C00657,郭华锋,吉林,梨,8,2887,23096
2019-11-25,C00908,张林,广东,榴莲,50,7316,365800
2019-01-23,C00895,张林,广东,榴莲,50,8624,431200
2019-01-08,C00382,王玉,吉林,桃,6.5,8782,57083.0
2019-08-08,C00743,戴雪,上海,西瓜,30,5181,155430
2019-10-11,C00532,蔡勇,广东,百香果,12,1758,21096
2019-08-05,C00315,董丹丹,广东,葡萄,15,6062,90930
2019-09-30,C00499,蔡建平,山东,葡萄,15,1785,26775
2019-11-13,C00053,许亮,吉林,桃,6.5,9218,59917.0
2019-09-21,C00111,蔡勇,广东,椰子,20,8024,160480
2019-04-21,C00421,章洋,上海,香蕉,7.5,2387,17902.5
2019-07-23,C00207,章洋,上海,梨,8,1076,8608
2019-10-22,C00873,阎云,山东,梨,8,9480,75840
2019-05-29,C00783,吴中岳,广东,梨,8,5237,41896
2019-01-22,C00656,董丹丹,广东,百香果,12,7187,86244
2019-01-30,C00665,侯宁,上海,苹果,10,9076,90760
2019-04-04,C00311,张林,广东,百香果,12,4521,54252
2019-06-22,C00269,戴雪,上海,榴莲,50,5311,265550
2019-03-27,C00226,王宇,吉林,葡萄,15,4710,70650
2019-09-02,C00394,李辉,北京,榴莲,50,9238,461900
2019-10-05,C00272,刘雪,天津,香蕉,7.5,4412,33090.0
2019-10-30,C00493,刘帆,天津,榴莲,50,7622,381100
2019-02-13,C00252,刘颖,上海,百香果,12,4377,52524
2019-03-06,C00072,戴雪,上海,香蕉,7.5,3448,25860.0
2019-10-30,C00421,戴雪,上海,桃,6.5,4327,28125.5
2019-02-01,C00330,李琳,上海,葡萄,15,6512,97680
2019-05-23,C00246,钱国,山东,桔子,6,8136,48816
2019-07-24,C00578,李智童,山东,桔子,6,7411,44466
2019-01-18,C00531,钱国,山东,西瓜,30,3318,99540
2019-03-03,C00441,庄雷,上海,椰子,20,415,8300
2019-04-18,C00862,李智童,山东,榴莲,50,5741,287050
2019-03-24,C00533,刘雪,天津,椰子,20,8941,178820
2019-01-28,C00344,孙健,上海,梨,8,933,7464
2019-09-01,C00577,张林,广东,榴莲,50,8060,403000
2019-11-19,C00234,戴雪,上海,香蕉,7.5,6210,46575.0
2019-08-20,C00601,陈杨,吉林,桃,6.5,1383,8989.5
2019-09-12,C00226,李琳,上海,香蕉,7.5,93,697.5
2019-09-03,C00756,刘丹,上海,榴莲,50,107,5350
2019-07-02,C00334,董丹丹,广东,梨,8,150,1200
2019-02-12,C00962,王梓戎,广东,葡萄,15,2492,37380
2019-10-15,C00023,李智童,山东,椰子,20,4174,83480
2019-12-18,C00393,张林,广东,西瓜,30,6521,195630
2019-02-25,C00677,章洋,上海,百香果,12,3892,46704
2019-10-25,C00854,魏苍生,天津,椰子,20,2444,48880
2019-06-13,C00769,董丹丹,广东,梨,8,2517,20136
2019-02-24,C00050,江敏,上海,桔子,6,2005,12030
2019-01-04,C00590,庄雷,上海,西瓜,30,4785,143550
2019-06-22,C00054,钱国,山东,榴莲,50,470,23500
2019-01-19,C00094,江敏,上海,桃,6.5,3695,24017.5
2019-04-27,C00779,钱国,山东,梨,8,6369,50952
2019-03-30,C00060,张林,广东,梨,8,6799,54392
2019-05-25,C00570,张林,广东,百香果,12,4820,57840
2019-01-11,C00704,许亮,吉林,香蕉,7.5,3370,25275.0
2019-07-28,C00990,蔡勇,广东,葡萄,15,9371,140565
2019-11-22,C00133,江敏,上海,西瓜,30,5778,173340
2019-12-06,C00667,郭华锋,吉林,榴莲,50,960,48000
2019-06-15,C00670,孙健,上海,椰子,20,383,7660
2019-11-28,C00572,阎云,山东,香蕉,7.5,3141,23557.5
2019-01-01,C00993,刘雪,天津,桔子,6,9308,55848
2019-11-20,C00912,郭华锋,吉林,梨,8,4919,39352
2019-06-16,C00646,蔡勇,广东,苹果,10,677,6770
2019-05-04,C00659,李琳,上海,香蕉,7.5,6988,52410.0
2019-01-21,C00274,李辉,北京,百香果,12,8768,105216
2019-03-06,C00465,蔡建平,山东,西瓜,30,7664,229920
2019-09-25,C00725,章洋,上海,椰子,20,2316,46320
2019-08-23,C00908,刘颖,上海,桔子,6,3285,19710
2019-07-18,C00621,孙健,上海,西瓜,30,9139,274170
2019-05-24,C00898,王玉,吉林,榴莲,50,5559,277950
2019-09-13,C00683,吴中岳,广东,西瓜,30,4407,132210
2019-01-23,C00995,李琳,上海,桔子,6,6901,41406
2019-02-14,C00311,张林,广东,西瓜,30,1258,37740
2019-05-09,C00603,利坤,上海,百香果,12,6973,83676
2019-09-25,C00963,刘丹,上海,香蕉,7.5,7308,54810.0
2019-04-02,C00110,郭华锋,吉林,桃,6.5,6616,43004.0
2019-06-21,C00830,蔡勇,广东,梨,8,6356,50848
2019-06-03,C00095,刘雪,天津,百香果,12,9235,110820
2019-04-03,C00457,王玉,吉林,西瓜,30,2014,60420
2019-03-08,C00882,陈杨,吉林,香蕉,7.5,3418,25635.0
2019-05-31,C00146,孙健,上海,香蕉,7.5,2142,16065.0
2019-07-18,C00249,陈天浩,上海,西瓜,30,3298,98940
2019-09-30,C00774,魏苍生,天津,苹果,10,41,410
2019-08-30,C00659,阎云,山东,桃,6.5,9637,62640.5
2019-10-05,C00371,蔡勇,广东,百香果,12,6572,78864
2019-01-29,C00375,钱国,山东,榴莲,50,3155,157750
2019-02-14,C00741,江敏,上海,椰子,20,9052,181040
2019-10-28,C00509,王梓戎,广东,百香果,12,3444,41328
2019-11-11,C00574,庄雷,上海,西瓜,30,889,26670
2019-10-20,C00254,刘雪,天津,梨,8,7834,62672
2019-03-31,C00207,章洋,上海,桔子,6,7820,46920
2019-06-11,C00227,利坤,上海,梨,8,8590,68720
2019-06-05,C00854,殷琳,广东,榴莲,50,1396,69800
2019-01-25,C00996,章洋,上海,百香果,12,4279,51348
2019-06-12,C00172,戴雪,上海,桃,6.5,4811,31271.5
2019-04-13,C00704,刘雪,天津,苹果,10,7953,79530
2019-05-04,C00910,利坤,上海,桃,6.5,4315,28047.5
2019-03-13,C00289,孙健,上海,葡萄,15,9456,141840
2019-03-20,C00522,王梓戎,广东,西瓜,30,6594,197820
2019-05-18,C00410,蔡建平,山东,桃,6.5,9436,61334.0
2019-07-21,C00520,刘帆,天津,苹果,10,8559,85590
2019-12-03,C00512,许亮,吉林,桃,6.5,5075,32987.5
2019-01-11,C00478,蔡勇,广东,榴莲,50,2574,128700
2019-04-23,C00343,蔡建平,山东,椰子,20,3951,79020
2019-09-15,C00891,刘雪,天津,梨,8,1058,8464
2019-08-12,C00402,吴中岳,广东,桃,6.5,1783,11589.5
2019-11-23,C00786,陈天浩,上海,西瓜,30,8656,259680
2019-07-12,C00451,钱国,山东,榴莲,50,6852,342600
2019-05-22,C00443,刘丹,上海,西瓜,30,9812,294360
2019-01-13,C00562,王玉,吉林,桔子,6,2717,16302
2019-10-25,C00342,王玉,吉林,榴莲,50,841,42050
2019-02-24,C00198,王宇,吉林,西瓜,30,2045,61350
2019-11-11,C00245,侯宁,上海,榴莲,50,731,36550
2019-04-26,C00931,王宇,吉林,梨,8,9941,79528
2019-12-19,C00862,江敏,上海,苹果,10,8722,87220
2019-12-07,C00017,侯宁,上海,桔子,6,6713,40278
2019-03-08,C00296,蔡建平,山东,榴莲,50,3672,183600
2019-09-19,C00543,蔡建平,山东,椰子,20,6411,128220
2019-01-11,C00273,江敏,上海,葡萄,15,7275,109125
2019-08-17,C00914,钱国,山东,香蕉,7.5,3423,25672.5
2019-12-13,C00601,殷琳,广东,葡萄,15,4411,66165
2019-05-10,C00859,李智童,山东,葡萄,15,2703,40545
2019-04-03,C00448,刘雪,天津,桃,6.5,8795,57167.5
2019-05-29,C00502,陈天浩,上海,榴莲,50,2402,120100
2019-12-22,C00063,刘帆,天津,桔子,6,5221,31326
2019-03-16,C00474,阎云,山东,百香果,12,3980,47760
2019-01-16,C00328,吴中岳,广东,梨,8,3005,24040
2019-05-16,C00688,戴雪,上海,桃,6.5,8483,55139.5
2019-01-08,C00125,陈杨,吉林,桃,6.5,6871,44661.5
2019-08-18,C00877,孙健,上海,桃,6.5,8006,52039.0
2019-03-18,C00946,钱国,山东,椰子,20,9495,189900
2019-11-22,C00739,钱国,山东,椰子,20,1279,25580
2019-05-06,C00058,董丹丹,广东,香蕉,7.5,8218,61635.0
2019-04-04,C00764,张林,广东,榴莲,50,1644,82200
2019-11-14,C00500,江敏,上海,梨,8,7438,59504
2019-02-06,C00716,刘颖,上海,葡萄,15,685,10275
2019-06-28,C00591,侯宁,上海,椰子,20,6174,123480
2019-01-04,C00781,刘丹,上海,椰子,20,448,8960
2019-01-23,C00345,利坤,上海,百香果,12,8210,98520
2019-02-07,C00530,董丹丹,广东,榴莲,50,2729,136450
2019-03-31,C00360,许亮,吉林,榴莲,50,456,22800
2019-12-03,C00384,刘帆,天津,榴莲,50,1430,71500
2019-09-21,C00070,吴中岳,广东,梨,8,6132,49056
2019-09-18,C00560,蔡建平,山东,桃,6.5,6585,42802.5
2019-11-04,C00387,郭华锋,吉林,香蕉,7.5,1925,14437.5
2019-08-14,C00495,侯宁,上海,西瓜,30,2242,67260
2019-08-14,C00520,利坤,上海,桃,6.5,9499,61743.5
2019-04-11,C00568,许亮,吉林,榴莲,50,294,14700
2019-02-16,C00597,庄雷,上海,桔子,6,8790,52740
2019-04-29,C00274,许亮,吉林,桔子,6,6104,36624
2019-02-21,C00956,庄雷,上海,苹果,10,176,1760
2019-01-21,C00377,陈杨,吉林,桔子,6,2390,14340
2019-01-20,C00065,王梓戎,广东,百香果,12,7294,87528
2019-03-07,C00797,郭华锋,吉林,椰子,20,3593,71860
2019-06-16,C00822,蔡勇,广东,葡萄,15,3503,52545
2019-02-23,C00065,阎云,山东,百香果,12,6331,75972
2019-07-25,C00410,陈天浩,上海,桔子,6,1826,10956
2019-09-27,C00407,许亮,吉林,葡萄,15,2954,44310
2019-04-18,C00334,刘丹,上海,桔子,6,9695,58170
2019-10-14,C00881,董丹丹,广东,葡萄,15,8524,127860
2019-05-25,C00753,庄雷,上海,椰子,20,9382,187640
2019-07-30,C00234,陈天浩,上海,椰子,20,5707,114140
2019-04-07,C00315,董丹丹,广东,西瓜,30,1565,46950
2019-03-28,C00255,郭华锋,吉林,苹果,10,909,9090
2019-07-30,C00640,蔡勇,广东,苹果,10,4431,44310
2019-09-25,C00033,李辉,北京,桃,6.5,139,903.5
2019-05-13,C00505,李智童,山东,西瓜,30,3097,92910
2019-05-17,C00317,侯宁,上海,百香果,12,1835,22020
2019-12-08,C00075,戴雪,上海,香蕉,7.5,8405,63037.5
2019-07-16,C00794,孙健,上海,葡萄,15,2583,38745
2019-06-28,C00255,李辉,北京,梨,8,6460,51680
2019-12-03,C00485,庄雷,上海,苹果,10,7991,79910
2019-06-22,C00409,王梓戎,广东,香蕉,7.5,6976,52320.0
2019-08-25,C00558,刘颖,上海,梨,8,2741,21928
2019-09-30,C00481,戴雪,上海,百香果,12,5891,70692
2019-11-20,C00241,孙健,上海,葡萄,15,9889,148335
2019-03-25,C00592,章洋,上海,葡萄,15,7251,108765
2019-11-07,C00541,刘雪,天津,葡萄,15,312,4680
2019-03-07,C00284,章洋,上海,梨,8,7095,56760
2019-10-10,C00699,刘颖,上海,西瓜,30,1690,50700
2019-02-01,C00107,魏苍生,天津,百香果,12,7253,87036
2019-06-29,C00678,李琳,上海,苹果,10,7244,72440
2019-02-19,C00599,刘丹,上海,椰子,20,7606,152120
2019-09-19,C00336,刘颖,上海,椰子,20,564,11280
2019-11-03,C00267,郭华锋,吉林,百香果,12,9929,119148
2019-04-11,C00148,殷琳,广东,榴莲,50,3196,159800
2019-04-21,C00286,魏苍生,天津,葡萄,15,2437,36555
2019-06-28,C00796,郭华锋,吉林,西瓜,30,7705,231150
2019-06-19,C00381,戴雪,上海,榴莲,50,8518,425900
2019-01-04,C00038,陈杨,吉林,百香果,12,4701,56412
2019-12-01,C00507,郭华锋,吉林,椰子,20,5487,109740
2019-08-28,C00605,刘雪,天津,梨,8,6405,51240
2019-04-29,C00885,董丹丹,广东,葡萄,15,533,7995
2019-03-03,C00079,阎云,山东,苹果,10,8427,84270
2019-06-15,C00705,江敏,上海,桔子,6,3400,20400
2019-07-28,C00891,钱国,山东,梨,8,7269,58152
2019-08-15,C00859,吴中岳,广东,桔子,6,599,3594
2019-12-09,C00671,刘颖,上海,梨,8,4648,37184
2019-04-02,C00543,刘雪,天津,榴莲,50,3857,192850
2019-07-01,C00007,阎云,山东,榴莲,50,3081,154050
2019-08-25,C00273,郭华锋,吉林,榴莲,50,5111,255550
2019-02-16,C00668,庄雷,上海,百香果,12,6653,79836
2019-05-18,C00741,钱国,山东,西瓜,30,3402,102060
2019-03-22,C00154,吴中岳,广东,葡萄,15,5991,89865
2019-04-03,C00898,江敏,上海,百香果,12,4968,59616
2019-02-11,C00131,孙健,上海,梨,8,4847,38776
2019-06-01,C00093,魏苍生,天津,椰子,20,4194,83880
2019-04-21,C00814,侯宁,上海,葡萄,15,250,3750
2019-12-02,C00946,孙健,上海,桃,6.5,2387,15515.5
2019-04-22,C00338,侯宁,上海,百香果,12,8807,105684
2019-01-16,C00669,董丹丹,广东,香蕉,7.5,4162,31215.0
2019-08-09,C00963,利坤,上海,西瓜,30,3475,104250
2019-01-27,C00861,刘雪,天津,梨,8,7422,59376
2019-04-03,C00524,戴雪,上海,椰子,20,9560,191200
2019-10-14,C00322,陈杨,吉林,百香果,12,9283,111396
2019-06-29,C00092,江敏,上海,榴莲,50,9329,466450
2019-07-31,C00042,侯宁,上海,椰子,20,415,8300
2019-11-04,C00909,章洋,上海,榴莲,50,4581,229050
2019-05-04,C00685,李琳,上海,桔子,6,1981,11886
2019-05-28,C00069,王玉,吉林,西瓜,30,3201,96030
2019-03-25,C00878,庄雷,上海,苹果,10,1257,12570
2019-08-25,C00472,李琳,上海,榴莲,50,4772,238600
2019-05-23,C00404,魏苍生,天津,梨,8,1639,13112
2019-06-18,C00440,蔡勇,广东,椰子,20,4511,90220
2019-11-19,C00797,刘雪,天津,桃,6.5,3741,24316.5
2019-03-02,C00458,李琳,上海,百香果,12,5941,71292
2019-03-16,C00718,王宇,吉林,椰子,20,7048,140960
2019-05-13,C00128,庄雷,上海,桃,6.5,7990,51935.0
2019-08-20,C00054,江敏,上海,香蕉,7.5,3771,28282.5
2019-07-04,C00747,江敏,上海,西瓜,30,8026,240780
2019-03-10,C00141,张林,广东,椰子,20,6122,122440
2019-08-08,C00168,王宇,吉林,香蕉,7.5,9127,68452.5
2019-12-05,C00637,陈杨,吉林,香蕉,7.5,4990,37425.0
2019-10-31,C00763,王梓戎,广东,西瓜,30,3907,117210
2019-04-16,C00267,利坤,上海,梨,8,9982,79856
2019-05-21,C00307,利坤,上海,椰子,20,5479,109580
2019-03-22,C00158,董丹丹,广东,桔子,6,2053,12318
2019-10-10,C00249,王宇,吉林,葡萄,15,2096,31440
2019-02-03,C00490,江敏,上海,百香果,12,6118,73416
2019-11-12,C00599,吴中岳,广东,椰子,20,84,1680
2019-09-20,C00372,殷琳,广东,梨,8,3118,24944
2019-07-09,C00573,侯宁,上海,桃,6.5,7205,46832.5
2019-10-06,C00204,钱国,山东,榴莲,50,9990,499500
2019-09-11,C00744,刘颖,上海,椰子,20,2871,57420
2019-07-11,C00617,刘帆,天津,梨,8,5047,40376
2019-08-02,C00391,董丹丹,广东,桔子,6,8536,51216
2019-08-02,C00459,刘帆,天津,梨,8,7463,59704
2019-09-25,C00790,魏苍生,天津,葡萄,15,5528,82920
2019-01-06,C00362,魏苍生,天津,桃,6.5,3115,20247.5
2019-12-17,C00460,董丹丹,广东,榴莲,50,88,4400
2019-05-17,C00851,章洋,上海,桔子,6,6810,40860
2019-08-11,C00776,蔡建平,山东,西瓜,30,6624,198720
2019-07-16,C00769,王梓戎,广东,桔子,6,2809,16854
2019-10-25,C00362,刘丹,上海,葡萄,15,4869,73035
2019-10-16,C00962,李辉,北京,椰子,20,4689,93780
2019-10-05,C00323,魏苍生,天津,梨,8,9173,73384
